4.039000000000000057e+01,4.279000000000000625e+01,5.399000000000000199e+01,5.599000000000000199e+01,5.679000000000000625e+01,5.759000000000000341e+01,6.539000000000000057e+01,6.699000000000000909e+01,6.918999999999999773e+01,6.979000000000000625e+01,7.139000000000000057e+01,7.189000000000000057e+01,7.239000000000000057e+01,7.249000000000000909e+01,7.279000000000000625e+01,7.289000000000000057e+01,7.279000000000000625e+01,7.259000000000000341e+01,6.418999999999999773e+01,5.869000000000000483e+01,5.819000000000000483e+01,6.189000000000000057e+01,6.909000000000000341e+01,6.889000000000000057e+01,6.659000000000000341e+01,6.568999999999999773e+01,6.199000000000000199e+01,5.959000000000000341e+01,5.389000000000000057e+01,5.229000000000000625e+01,4.979000000000000625e+01,4.909000000000000341e+01
4.079000000000000625e+01,4.459000000000000341e+01,6.119000000000000483e+01,7.009000000000000341e+01,7.118999999999999773e+01,7.179000000000000625e+01,7.329000000000000625e+01,7.399000000000000909e+01,7.409000000000000341e+01,7.409000000000000341e+01,7.409000000000000341e+01,7.429000000000000625e+01,7.449000000000000909e+01,7.439000000000000057e+01,7.379000000000000625e+01,7.418999999999999773e+01,7.389000000000000057e+01,7.399000000000000909e+01,6.379000000000000625e+01,5.869000000000000483e+01,5.829000000000000625e+01,6.129000000000000625e+01,7.289000000000000057e+01,7.368999999999999773e+01,7.349000000000000909e+01,7.359000000000000341e+01,7.299000000000000909e+01,7.279000000000000625e+01,7.089000000000000057e+01,7.009000000000000341e+01,6.679000000000000625e+01,6.509000000000000341e+01
4.179000000000000625e+01,4.559000000000000341e+01,6.679000000000000625e+01,7.289000000000000057e+01,7.449000000000000909e+01,7.459000000000000341e+01,7.459000000000000341e+01,7.449000000000000909e+01,7.479000000000000625e+01,7.468999999999999773e+01,7.468999999999999773e+01,7.459000000000000341e+01,7.449000000000000909e+01,7.459000000000000341e+01,7.439000000000000057e+01,7.439000000000000057e+01,7.439000000000000057e+01,7.429000000000000625e+01,7.018999999999999773e+01,6.589000000000000057e+01,6.439000000000000057e+01,6.789000000000000057e+01,7.399000000000000909e+01,7.409000000000000341e+01,7.439000000000000057e+01,7.439000000000000057e+01,7.459000000000000341e+01,7.459000000000000341e+01,7.479000000000000625e+01,7.459000000000000341e+01,7.409000000000000341e+01,7.418999999999999773e+01
4.209000000000000341e+01,4.579000000000000625e+01,6.829000000000000625e+01,7.339000000000000057e+01,7.468999999999999773e+01,7.449000000000000909e+01,7.479000000000000625e+01,7.489000000000000057e+01,7.489000000000000057e+01,7.459000000000000341e+01,7.459000000000000341e+01,7.459000000000000341e+01,7.468999999999999773e+01,7.449000000000000909e+01,7.479000000000000625e+01,7.449000000000000909e+01,7.439000000000000057e+01,7.418999999999999773e+01,7.329000000000000625e+01,7.239000000000000057e+01,7.129000000000000625e+01,7.268999999999999773e+01,7.468999999999999773e+01,7.439000000000000057e+01,7.449000000000000909e+01,7.439000000000000057e+01,7.468999999999999773e+01,7.479000000000000625e+01,7.449000000000000909e+01,7.439000000000000057e+01,7.418999999999999773e+01,7.509000000000000341e+01
4.259000000000000341e+01,4.669000000000000483e+01,7.049000000000000909e+01,7.368999999999999773e+01,7.479000000000000625e+01,7.489000000000000057e+01,7.468999999999999773e+01,7.468999999999999773e+01,7.489000000000000057e+01,7.479000000000000625e+01,7.479000000000000625e+01,7.468999999999999773e+01,7.479000000000000625e+01,7.479000000000000625e+01,7.459000000000000341e+01,7.459000000000000341e+01,7.449000000000000909e+01,7.449000000000000909e+01,7.439000000000000057e+01,7.439000000000000057e+01,7.468999999999999773e+01,7.449000000000000909e+01,7.459000000000000341e+01,7.459000000000000341e+01,7.479000000000000625e+01,7.489000000000000057e+01,7.468999999999999773e+01,7.459000000000000341e+01,7.479000000000000625e+01,7.439000000000000057e+01,7.459000000000000341e+01,7.459000000000000341e+01
4.289000000000000057e+01,4.669000000000000483e+01,7.168999999999999773e+01,7.389000000000000057e+01,7.479000000000000625e+01,7.489000000000000057e+01,7.489000000000000057e+01,7.479000000000000625e+01,7.499000000000000909e+01,7.459000000000000341e+01,7.479000000000000625e+01,7.509000000000000341e+01,7.499000000000000909e+01,7.468999999999999773e+01,7.468999999999999773e+01,7.479000000000000625e+01,7.468999999999999773e+01,7.479000000000000625e+01,7.468999999999999773e+01,7.459000000000000341e+01,7.468999999999999773e+01,7.459000000000000341e+01,7.449000000000000909e+01,7.479000000000000625e+01,7.499000000000000909e+01,7.459000000000000341e+01,7.479000000000000625e+01,7.489000000000000057e+01,7.479000000000000625e+01,7.479000000000000625e+01,7.459000000000000341e+01,7.449000000000000909e+01
4.349000000000000199e+01,4.729000000000000625e+01,7.299000000000000909e+01,7.439000000000000057e+01,7.479000000000000625e+01,7.489000000000000057e+01,7.468999999999999773e+01,7.489000000000000057e+01,7.499000000000000909e+01,7.489000000000000057e+01,7.479000000000000625e+01,7.468999999999999773e+01,7.468999999999999773e+01,7.499000000000000909e+01,7.468999999999999773e+01,7.489000000000000057e+01,7.489000000000000057e+01,7.479000000000000625e+01,7.489000000000000057e+01,7.479000000000000625e+01,7.489000000000000057e+01,7.468999999999999773e+01,7.479000000000000625e+01,7.468999999999999773e+01,7.459000000000000341e+01,7.479000000000000625e+01,7.439000000000000057e+01,7.468999999999999773e+01,7.468999999999999773e+01,7.459000000000000341e+01,7.439000000000000057e+01,7.468999999999999773e+01
4.299000000000000199e+01,4.759000000000000341e+01,7.339000000000000057e+01,7.449000000000000909e+01,7.489000000000000057e+01,7.479000000000000625e+01,7.479000000000000625e+01,7.509000000000000341e+01,7.509000000000000341e+01,7.509000000000000341e+01,7.499000000000000909e+01,7.499000000000000909e+01,7.479000000000000625e+01,7.479000000000000625e+01,7.499000000000000909e+01,7.499000000000000909e+01,7.479000000000000625e+01,7.468999999999999773e+01,7.489000000000000057e+01,7.499000000000000909e+01,7.479000000000000625e+01,7.479000000000000625e+01,7.479000000000000625e+01,7.499000000000000909e+01,7.499000000000000909e+01,7.479000000000000625e+01,7.489000000000000057e+01,7.489000000000000057e+01,7.499000000000000909e+01,7.459000000000000341e+01,7.489000000000000057e+01,7.518999999999999773e+01
4.319000000000000483e+01,4.789000000000000057e+01,7.399000000000000909e+01,7.449000000000000909e+01,7.499000000000000909e+01,7.499000000000000909e+01,7.479000000000000625e+01,7.489000000000000057e+01,7.499000000000000909e+01,7.518999999999999773e+01,7.499000000000000909e+01,7.499000000000000909e+01,7.489000000000000057e+01,7.509000000000000341e+01,7.479000000000000625e+01,7.439000000000000057e+01,7.449000000000000909e+01,7.449000000000000909e+01,7.468999999999999773e+01,7.468999999999999773e+01,7.479000000000000625e+01,7.479000000000000625e+01,7.459000000000000341e+01,7.479000000000000625e+01,7.499000000000000909e+01,7.509000000000000341e+01,7.479000000000000625e+01,7.489000000000000057e+01,7.489000000000000057e+01,7.489000000000000057e+01,7.479000000000000625e+01,7.479000000000000625e+01
4.329000000000000625e+01,4.779000000000000625e+01,7.418999999999999773e+01,7.449000000000000909e+01,7.499000000000000909e+01,7.479000000000000625e+01,7.518999999999999773e+01,7.518999999999999773e+01,7.509000000000000341e+01,7.489000000000000057e+01,7.499000000000000909e+01,7.489000000000000057e+01,7.539000000000000057e+01,7.499000000000000909e+01,7.449000000000000909e+01,7.379000000000000625e+01,7.409000000000000341e+01,7.399000000000000909e+01,7.449000000000000909e+01,7.459000000000000341e+01,7.489000000000000057e+01,7.468999999999999773e+01,7.499000000000000909e+01,7.509000000000000341e+01,7.489000000000000057e+01,7.489000000000000057e+01,7.499000000000000909e+01,7.499000000000000909e+01,7.459000000000000341e+01,7.479000000000000625e+01,7.479000000000000625e+01,7.499000000000000909e+01
